app_name,review_text,rating,sentiment_label
Amazon,Cannot get thru the stupid new AI return que. No option to type in responses. Or get all the way through a return How irritating!! And for 6 months reading reviews has not worked. It's always jumping back to the beginning.,1,Negative
Amazon,Perfect,5,Positive
Amazon,amazon is not the same u order and they send it whenever they want,1,Negative
Amazon,"They use to be great but they have gotten worse and worse on deliveries, one second its being delivered today, next it's says tomorrow, then it says a week from today and you now have to got through the refund process and try to find what you needed in a timely manner. That's not happening here anymore at all!",2,Negative
Amazon,worse service,1,Negative
Amazon,app has a bug keep closing.,1,Negative
Amazon,This app keeps signing me up for Amazon Prime. 🤬🤬🤬,1,Negative
Amazon,I want to cancel my order,1,Negative
Amazon,I have been with Amazon since 2020 and order almost daily.No other retail company can match their prices and service.,5,Positive
Amazon,no problems,5,Positive
Amazon,"Latest update is AWFUL, as usual for any Amazon operated app. Horrible user interface that moves at a snails pace. So slow it's now rendered completely unusable. Doesn't really matter though, because the search results are now so completely irrelevant to what you searched and so cluttered with useless added garbage you won't be bothered to click on anything anyway. Time to send these robot clowns back to whatever mail room they came from and hire someone actually qualified to design apps.",1,Negative
Amazon,it works as it should.,5,Positive
Amazon,Almost impossible to get live help. terrible customer service. They put you in AI hell and hide live help very effectively. Terrible business practice.,1,Negative
Amazon,so futerated as I went pick up packages I had sent to drop off location to avoid theft and app will not work now on my tablet/ cell so now can't get my packages. really need to fix this issue as they will lose my business till they do as well expect some kind of credit for major inconvenience of having to shop some where else now and paid for prime I can't even use as I can't pick up packages now as app will not down load to my tablet 😑.,1,Negative
Amazon,awesome,5,Positive
Amazon,great to do shopping,2,Negative
Amazon,my go to spot,5,Positive
Amazon,I really enjoyed this app it's a convenience to have it.,5,Positive
Amazon,Amazon the best ever 🥰,5,Positive
Amazon,laggy. takes ages to load or won't load at all. terrible and slow,1,Negative
Amazon,Great not bad as Ebay,4,Positive
Amazon,good,5,Positive
Amazon,totally awesome,5,Positive
Amazon,"very poor service, didn't deserve 1 star",1,Negative
Amazon,love it,5,Positive
Amazon,"I dont know what's going on, but 2 of my orders, different times. Have not been delivered and tracking stops. I have the option to cancel so it says. I do then NOTHING, NOT MY MONEY BACK, not any other follow up. Sus Sus!",2,Negative
Amazon,"2 day shipping doesn't exist. It will say that it will be delivered in two days. But the day it's supposed to be delivered, you will get a notification late that day, saying that it won't be delivered till the next day. And then the same will happen the next day. Also, apparently, now, when your package shows delivered, well, you know, they say it can show delivered forty eight hours before it is actually delivered. How is that legal? I have no idea, but I'm done.",1,Negative
Amazon,"I was about to shop for a 430 EUR item on Amazon, everything went smoothly, but after they asked for account verification and I completed the process, they debited the cash from my account and then canceled the order. They're saying the cash will come back in 3-5 days. Is this right? It makes me really annoyed to deal with them like this.😌",1,Negative
Amazon,"Pick Noon, they honor their delivery dates. While amazon used to focus on reliability in the delivery times, this is long past. Out of 10 orders i made during the last month 9 of them were delayed by more than 3 days and im a prime member. The issues comes from the third party services they use like (Aramex, etc). Once these companies take the order they dont have to deliver it on the agreed date, they deliver based on the schedule of the delivery person, you dont matter.",1,Negative
Amazon,very nice,4,Positive
Amazon,انا طلبت أوردر وجاي ناقص والخامه رديئه جدا عكس الصوره تماما,1,Negative
Amazon,Amazon's mobile app is so slow and laggy these days that it's almost unusable. Opening a browser page is faster so I'm considering dumping the app in favor of that.,1,Negative
Amazon,we all have the needs to be to be shopping on Amazon.. who don't use it if didn't you will.,4,Positive
Amazon,best application forever,5,Positive
Amazon,"Always on Time, Product guarante what you see what you get...",5,Positive
Amazon,Its been glitch lately. Unable to use the app.,1,Negative
Amazon,"for some reason.. my Amazon app set its code to ""Amazon.ae"" instead of "".ca"" ... I Uninstalled the app.. re-download it from the play store... and it went back to Canada.",4,Positive
Amazon,"Join Prime and if you place your order in the next 4 hours, it will arrive today, LIES! I paid for prime and placed my order and all of a sudden it's tomorrow and the next day on the same order. These tactics are deceptive to get you to join a membership and then cannot follow through with the promises... I will never get prime again.",1,Negative
Amazon,"pixel 9, new sign in notification page's ""x"" is hidden in the top left under the notification bar area, inaccessible causing it to reappear with every open of the app",3,Neutral
Amazon,my package never showed uup,2,Negative
Amazon,keeps crashing every time i search for an item,1,Negative
Amazon,went to cancel my order because I found an item cheaper elsewhere. they sent email saying they couldn't cancel my order. 1 min later I got email my items shipped. there's you a life hack to get Amazon to ship your stuff faster I guess. my order was 26 dollars. so in punishment I'll pause my prime membership for 2 months. I will get my money back one way or another. as my stuff is non returnable. and 2 months I won't buy anything else as well. they just didn't want to cancel it.,1,Negative
Amazon,it's 2025 and the largest retailer on the planet doesn't have dark mode on their app. I'd like to order gifts at 3 a.m. without blinding myself and waking up half the county,1,Negative
Amazon,simply the best.,5,Positive
Amazon,is a great shopping online app,5,Positive
Amazon,Great service and excellent delivery time.,5,Positive
Amazon,dont bother with prime says delivery next day then you get message for delay and say will arrive two days time so standard delivery,1,Negative
Amazon,New update is hard to navigate. Lots of scrolling left/right to find what you're looking for.,2,Negative
Amazon,Where is dark mode? I can't find it anywhere. Why do I need to wear sunblock when I check the status of my order at night? Where is the search function for comments? Not there. What're we waiting for???,1,Negative
Amazon,will change when they add a dark mode. and also when they drop the price of prime. great app otherwise.,1,Negative
Amazon,UPDATE: WELL IT'S 2026 AND YET AGAIN THE APP KEEPS CLOSING SAYING THERE'S A DEVELOPER ISSUE! 2021: Not working again ugh,5,Positive
Amazon,my Amazon USA switched to Amazon sa and now it won't go back. how do I fix this?,1,Negative
Amazon,Just GREAT and jandy,5,Positive
Amazon,"Go back to using the postal service for God's sake, seriously every order I've made has ended up arriving one to two days late. It feels like paying for prime is worthless at this point.",2,Negative
Amazon,cannot view in dark mode,3,Neutral
Amazon,good,5,Positive
Amazon,"Terrible Service. Do not sign up for Prime. It has become greatly devalued. They failed the same item I ordered 3 times in a week and lied they were going to watch it very closely. You no longer get items in two days for Prime. I just placed an order today July 14th, and it will not be here until July 24th. Buh-bye Amazon, this is what happens when a company gets too big and loses its great customer service. As soon as my membership is up I'm moving on. You can't use Covid 19 as an excuse.",1,Negative
Amazon,the app is very slow and lags quite often on android devices. the service provided is good but app needs a few updates,4,Positive
Amazon,Using this application makes shopping easy...save time and the items sold are also of very good quality,5,Positive
Amazon,worst customer care service.. bad,1,Negative
Amazon,"delivery times are often incorrect, NEVER rely on the delivery time if you need something quickly",3,Neutral
Amazon,amazing 🤩😍,4,Positive
Amazon,"Decent shopping experience but: 1. Very different shipping prices for different items and very often impossible to have combined shipping. 2. No special Amazon Prime perks for smaller EU countries such as Malta. Either independently or by using a different region such as Amazon.de. 3. Doesn't have enough interesting clothing. Most of it is bland and boring. Unless you are looking for something very specific such as climbing shoes, it is bot worth it.",3,Neutral
Amazon,as of yesterday it keeps kicking me out bc there is a bug wish they would hurry up and fix the problem,3,Neutral
Amazon,so easy to buy everything and anything Prime is a must,5,Positive
Amazon,"I’ve been using the Amazon app for a while now and it’s always a smooth experience. It is very easy to find what I need, and the tracking updates are always accurate. It makes shopping much less stressful",5,Positive
Amazon,Every time I try to pick up my order from a pickup location (that requires Bluetooth to access) the app won't load. I've tried for several days and now my order is being taken back and refunded a second time. The AI assistant is no help and there's no way to request an extension. The unreliability of the app is enough for me to quit using Amazon altogether.,1,Negative
Amazon,always neat things to find,5,Positive
Amazon,I lv this,5,Positive
Amazon,very professional 😄,5,Positive
Amazon,exellent,5,Positive
Amazon,"Horrible search feature. I typed in ""Garmin watch"", only 4 out of the first 10 results were Garmin.",1,Negative
Amazon,no longer compatible with my tablet. can you fix this please.,1,Negative
Amazon,This service has become terrible because their drivers cannot follow the directions of an electronic/digital map that takes you directly to the exact GPS coordinates. AND will even show you a satellite photo of the location. So frustrating to get pictures of unknown front porches with your packages sitting out in the rain 🙄 With all of the trillions this company makes you would think that they could train these drivers how to deliver a box 🤨,1,Negative
Amazon,This app constantly crashes. Immediately as soon as I search for an item it closes out. I can't do anything with it and its super frustrating.,1,Negative
Amazon,"I ordered an item 5 days ago that was expected in two days for a job I'm doing, I told my client I would finish that job in 4 days. now I'm looking for that item elsewhere because it still has arrived and my client is pressuring me to finish that job.",1,Negative
Amazon,"I can't get HALF the stuff I used to be able to, since we can't archive our orders! Call me horrible- I know I'm not the only one that buys things without my husband knowing sometimes. I USED to love ordering things on Amazon but since I can't archive orders anymore, my purchases can be seen by my husband & daughter, so that screwed me! Now I have to shop elsewhere. The little shopping I still do on here just became INCREDIBLY annoying with the new update! Don't think I'll be needing this app.",2,Negative
Amazon,quality items and is always on time,5,Positive
Amazon,Amazon fire showing inappropriate ads to my children on child locked accounts??,1,Negative
Amazon,app works fine but I am going to use it a lot less because of not being able to switch it to dark mode. I will stick with my browser.,3,Neutral
Amazon,app keeps crashing. phone reports it has a bug and needs developer to fix....please fix,1,Negative
Amazon,Thanks so much 😊😊😊😊,5,Positive
Amazon,best quality products,5,Positive
Amazon,No longer worth it. Went from overnight deliveries to 2 days to now 4 days for a delivery. This has been happening over the course of months and is not isolated to just one product. I had to make the switch to Walmart.,2,Negative
Amazon,"Dear Amazon, I dont pay for prime so my orders can be delivered by our sorry local post office and you make sure theres nowhere on the app to complain about it.",2,Negative
Amazon,please please add dark mode 🙏🙏🙏,3,Neutral
Amazon,super fast delivery.,4,Positive
Amazon,cant even make a purchase without it canceling the order and customer support doesnt tell me anything,1,Negative
Amazon,I like it,5,Positive
Amazon,Always absolutely professional being able to order and receive from Amazon so guickly and easily with out leaving my home.,4,Positive
Amazon,I love the convenience. Keep an eye on prices.,5,Positive
Amazon,👍👍👍,5,Positive
Amazon,Great job!,5,Positive
Amazon,I never get my package stolen when using eBay or Walmart to get my package but when using Amazon it always does,1,Negative
Amazon,so convenient,5,Positive
Amazon,This was first delivery at this location and it was great.I had never tried sending to a new location but it was good.,4,Positive
Amazon,LET ME CANCEL MY SUBSCRIPTION!!!,1,Negative
Amazon,"For the love of God stop replacing everything with pictures and toddler like layouts, use words like a literate human. Put scroll bars back on the sides so we can actually scroll down the page when we want to. Get rid of all the stupid side scrolling items that get in the way of page navigation. Make an option in app notifications to separate advertising notifications and delivery notifications. Let us turn off e-mail notifications. Stop making subscriptions the default for every single thing.",1,Negative
Amazon,the app keeps defaulting my delivery address to the wrong place. fix this now.,1,Negative
Amazon,need to see human amazon wigs,5,Positive
Amazon,"The ""preview"" feature Amazon keeps trying to force on us is annoying and makes scrolling through search results needlessly frustrating. We don't want it. Stop.",1,Negative
Amazon,MUY MALA EXPERIENCIA YA QUIEREN ENTREGAR LOS PRODUCTOS DESPUÉS DE 3 SEMANAS APARTE QUE SIEMPRE POR CADA COMPRA QUE HAGO CON LA TARJETA SIEMPRE ME DESCUENTA 20 PESOS QUE PARA VERIFICAR SI TENGO DINERO QUE SEGÚN ESE CARGO LO REGRESAN CUÁNDO NO ES CIERTO IMAGÍNENSE SEGÚN ELLOS ENVÍO GRATIS PERO POR CADA COMPRA QUE HACES SE VAN DE 20 EN 20 EN 20 EN 20. PUES NO PINCHE SINVERGÜENZAS ESTAFADORES. ABUSIVOS!!!!,1,Negative
Amazon,"It keeps glitching and closing out... not properly searching, or allowing me to order items. Take my money, charge me extra for groceries, books, and movies/ shows but still... overall... don't work... sounds fair (sarcastic for those who are unable to comprehend)",1,Negative
Amazon,"pathetic customer service,just requested to delete my account but taking ages to do that simple task",2,Negative
Amazon,whoever decided to put the add to order on the page below the add to shopping cart is dumb. you're confusing a lot of people that may not want that item shipped right away.,1,Negative
Amazon,"Apparently, it's literally impossible for me to do business with Amazon. My card doesn't give me trouble with anyone else. I tried signing up for an Amazon card to get around this (which is absurd enough to have to do by itself), got approved, but Amazon wants me to tap the physical card to the phone. I selected digital only on sign up, there is no physical card. I shouldn't have siged up to begin with. Edit: they have locked my account.",1,Negative
Amazon,"fast. convenient. easy. may be minor issues but overall great service, delivery and customer service.",4,Positive
Amazon,"It suck, not good would not except my gift card.It was a debit cards, money upfront, still wouldn't let me use it.",1,Negative
Amazon,So apparently it was a while ago but I had a $25 Amazon Gift card and ordered this Lulu necklace and my payment never went through and I need a refund because I told customer support and nothing happened after that so apparently it got scammed,3,Neutral
Amazon,SO Much Delivery cant reach And I Dont Get My Refund! Definitely a 1,1,Negative
Amazon,just deleted this app. they want me to tap my card to verify the payment.. nahh I don't need useless junk that bad,1,Negative
Amazon,Very satisfied,5,Positive
Amazon,the orders are very glitchy you click on a order and it takes you to a opposite order you did not click on to see very glitchy app,1,Negative
Amazon,Everything is great!,5,Positive
Amazon,It keeps closing due to a bug.,1,Negative
Amazon,Beware Amazon is not what they were. Shipping is very slow and customer service is garbage. I keep getting charged for a package that Amazon lost. I have to call them. Which you have to Google to find. I wade through there AI for half an hour to finally get to a live person. Get my refund then a few weeks later they go and charge me again for the same lost package. I am on my third refund for the same package and they say there is nothing they can do. I am done with them.,1,Negative
Amazon,"New update, now can no longer open details of items or look at individual items . can't see the pics, everything is a summary on one page . this will stop me from ordering , and I only shop amazon .",1,Negative
Amazon,"Amazon sells practically everything, so convenient, saves gas money, shipping fees and great customer support. Amazon is always the first place I search with the option of selecting lowest prices first and other filters.",5,Positive
Amazon,Okay for ordering and tracking orders but very limited beyond that - can't buy Kindle books and does not allow management of subscriptions. Poor. Come on Amazon sort it out!,1,Negative
Amazon,best*more...*,5,Positive
Amazon,AI and China are ruining Amazon experience,2,Negative
Amazon,Super-convenient.,5,Positive
Amazon,"my hand Cross my heart this is the last time i will ever use this App in Canada or anywhere reasons items didn't arrive after 3 months and once i called to get some info the cancel my item without my permission Bought the same item twice by mistake, after 30 seconds i called them to cancel 1 of the to orders they told me to wait 48 and they didn't expect my refund therefore AMAZON is no longer my first or second or last option.",1,Negative
Amazon,I don't like that they added the fresh cart. its completely seperate from the regular cart. I didn't realize that something I bought even went into that cart. I thought I ordered all my stuff. nope I did not.,3,Neutral
Amazon,great app,5,Positive
Amazon,"The app is nice and easy to use, however, what good is it, and why should I have to upgrade my devices now that I can't afford it just because I have a reliable tablet that works well but happens to be older. So I think that we will just be going back to old style. Thank you.",1,Negative
Amazon,"Not compatible with my Galaxy A9 tablet; I'm disappointed that Amazon have taken the decision to end support for tablets. Whilst a phone is convenient, a tablet offers a better viewing experience.",1,Negative
Amazon,"This app used to work on my tablet, android 13, .become corrupted, I deleted the app, now it is not available. Amazon get your act together.😡Deleted",1,Negative
Amazon,"Has a bug, now unusable, please fix!",1,Negative
Amazon,great stuff at fab prices,5,Positive
Amazon,"billion dollar company app experience - horrible UI lag, absolutely nothing about navigation is snappy. trying to browse or view different product options feels like being back on dial-up to the point it's not even worth browsing after 5 minutes. navigation requires far too many click thrus and no efficient way to return to a previous page. what do UI/UX people even do? 🤷‍♀️",1,Negative
Amazon,"App crashes every single time I make a search. Forced stop on app, cleared cache, still crashes.",1,Negative
Amazon,bug on app that closes it within 10 seconds of opening. pls fix asap,1,Negative
Amazon,Easy process.,5,Positive
Amazon,the new ai experience is is seriously lacking in the returns option. asks a question and then you can't type your reply no reply box. recently bought a new pair of shoes that some one wore in the mud...,1,Negative
Amazon,greatest thing ever so easy and so much fun to use,5,Positive
Amazon,"Amazon should be called, creators home 🏠",5,Positive
Amazon,customer service is very bad .....named mostafa......better to chat or talk with ai than your human tram....absolutly poor service from saudi arabia,1,Negative
Amazon,Cant install on Samsung tablet.,1,Negative
Amazon,"So I had a scheduled pick up of couple of items for Amazon from this DRAGONFLY today on Feb 19/26 they sent Me an email in the morning and said we're on our way to pick up your package, I waited all day at home and at around 8 o'clock at night i got a text message saying that some Indian guy named DEEPAK will pick up my package and around 9 o'clock I got an email that Deepak tried to pick up packages but couldn't, I was home all day Deepak never called or buzz , so Deepak lied",1,Negative
Amazon,having problems with the dim screen control,3,Neutral
Amazon,"easy to use, trustworthy",5,Positive
Amazon,You can get your shopping done if you know what the item details are. The search feature is very inefficient. The site is difficult to use if you are shopping for items and want to compare prices as a details.,3,Neutral
Amazon,Overpriced tack!,1,Negative
Amazon,amazing,5,Positive
Amazon,prices are so high on the app,2,Negative
Amazon,"WHATS GOING ON???? NOT COMPATIBLE WITH TABLET!!!! I hate using the web, the app was so much easier, please sort this out. I have it on my phone but not on my tablet, this is ridiculous, please fix it!!!",1,Negative
Amazon,"2/22/26 phone was on vibrate with no sound, plus do not disturb. No apps are allowed through yet this app repeatedly wakes me up at 2 or 3 or 4 am with notification sounds for stupidness like sales on items I have zero interest in. I'd also love it if I could also ONLY get important notifications (which respect my SYSTEM WIDE volume and alert settings) instead of SPAM that alerts me a dozen times a day for junk. Rufus is useless as is the app. At this point 99% of results are sponsored.",1,Negative
Amazon,BUYER BEWARE AMAZON HAUL This review is specific to Amazon Haul. Recently I had an undelivered order. Per normal Amazon refunded the items. The import charges totally over $20 of and $132 dollar order are not refundable per Amazon Policy. So be warned if you don't get your items you will only get a partial refund,1,Negative
Amazon,excellent,5,Positive
Amazon,doesn't allow me to keep purchases private.,1,Negative
Amazon,Used for 20 minutes and my phone turned into a furnace. This app has always caused heat problems on various phones but it's gotten so bad I uninstalled.,1,Negative
Amazon,Not updated so can't be used on tablets. Very inconvenient.,1,Negative
Amazon,"""It is unacceptable that Amazon's system clears my entire cart when I only purchase a few items. I spend months finding specific products, and losing them all at once is a major issue. Please fix this so that unselected items remain in my cart or are automatically moved to 'Saved for Later' after a partial purchase.""",1,Negative
Amazon,Still no dark mode,2,Negative
Amazon,it's really amazing,5,Positive
Amazon,Amazon is allowing people to sell sex dolls that look like little girls that is pedophilia even if its not a living thing it normalizes pedophilia Amazon needs to sue and remove that product if they don't they obviously support it,1,Negative
Amazon,great,5,Positive
Amazon,Great app,5,Positive
Amazon,"App freezes when selecting options for items ( color, size, etc.).",2,Negative
Amazon,no longer compatible with my tablet?,1,Negative
Amazon,"I never shopped Amazon before, but heard great things. We decided to become prime members, and I absolutely love it. I order for school (teacher) and home. I also am a fan of the grocery items. I have never had a problem with my orders except for one delivery guy who threw one of my packages and took a picture as he did it 🤦🏻‍♀️.",5,Positive
Amazon,this is my everything 🙏❤️❤️💯,5,Positive
Amazon,its not a matter of stars since the last update I can not order at all tells me there is a Bug the app editor needs to fix so I can order again 😌😔😪🤤,2,Negative
Amazon,"my name is MD JUBAIR MULLA - Hello, Amazon 👋👈",5,Positive
Amazon,all day it shuts down! can't do anything! fix this bug!,1,Negative
Amazon,works great but needs dark mode option,4,Positive
Amazon,i hate the erroneous long press on items,1,Negative
Amazon,amazon keeps charging me for prime and won't refund my money,2,Negative
Amazon,Give me dark mode,1,Negative
Amazon,love Amazon,5,Positive
Amazon,That's not fair i've been a customer for a long time and they said there's a credit card fraud or something like that yeah I guess I'll never come back here again forever,1,Negative
Amazon,THE AI TRASH HAS TO GO. NOW.,1,Negative
Amazon,New forced AI return feature doesn't work. can't select a reason for the return.,1,Negative
Amazon,how do you not have your app compatible with Samsung tablets?,1,Negative
Amazon,Often late. As in days... Frustrating. Oftentimes I will order a product because they are promising next day delivery. I could have gone to a hardware store or an auto parts store but was being lazy. Or purchased a superior product from Amazon with no rush. But I go all in on the next day delivery and they often fail. The other thing is that a regular seller that is not buying their way to the top through advertising doesn't stand a chance. Would like to turn off sponsored sellers.,2,Negative
Amazon,They are trying to make me use WhatsApp.. very suspicious!!!,1,Negative
Amazon,brilliant thanks,5,Positive
Amazon,I love scrolling on Amazon on my phone. However recently the app has developed a bug. I can use the website just the same... I need to have it known there's a bug and I can't go joyfully scrolling through Amazon anymore.,1,Negative
Amazon,Amazon ok. just Hate Notification for products i already brought. it basically annoying. Feel like removing my account.,3,Neutral
Amazon,I enjoy the comfort zone I am in..,5,Positive
Amazon,the AMAZON APP really drains cell phone batteries!!!!!,1,Negative
Amazon,Easy great handy shopping experience.,5,Positive
Amazon,The shopping is great but sometimes Amazon does not make sure reputable companies are selling products under their name.,4,Positive
Amazon,good deals.,5,Positive
Amazon,Needs update for support on Razer Egde,1,Negative
Amazon,exel nfe,5,Positive
Amazon,"Constant bugs, no good deals. Constant bugs, no good deals",1,Negative
Amazon,trash give the update to fix the big already. I can't even use the app.,1,Negative
Amazon,"Amazon provide fast efficient delivery and access to a wealth of resources. However if you have a problem it is extremely hard work. Their Data security concerns me and they are extremely hard to cancel. I apparently have 5 amazing accounts, a UK one, US one, Aus one etc, have been trying to close them for 4 years. be careful",3,Neutral
Amazon,it was good but it did not have the nail tips I was looking for,4,Positive
Amazon,can't search for anything. the app immediately closes after trying to use the search bar,1,Negative
Amazon,"my phone number changed and I got locked out of my account, customer support cannot change my number so im done with it and taking my business elsewhere",1,Negative
Amazon,I like how you have to get an otp from a different phone that you can't access when logging onto a different device. It's a super convenient feature. I really disliked how you could just login to your email and get a code before Nice Update! How do you login if you only have one device.,2,Negative
Amazon,Very good app easy to find stuff you need to get,5,Positive
Amazon,how do i change my cotact details,5,Positive
Amazon,it's perfect,5,Positive
Amazon,"I had to download an app from a mirror site to get it working on my tablet. why would you force me to do this? the APK works just fine though clearly not designed for tablet ofc. Devs, get your product owners told",1,Negative
Amazon,discontinued tablet support,1,Negative
Amazon,hangs when trying to switch between us and za stores. selection in sa store is sad really. why cabt we get us stire stuff in other markets with skme consolidated shipping? hasnt your ai told you to do that yet? now it keeps on popping up a nag abiut switching back to za store and throwing away my search. nice. not.,1,Negative
Amazon,"service and products are good. but, the app sucks. I have too many issues with this app.",2,Negative
Amazon,"App is completely unusable now, can't even log in without it freezing and crashing. Forget customer support, they don't even read the reviews.",1,Negative
Amazon,"The search function is worse than ebay in every way imaginable. The app is extremely slow. Tab navigation is unintuitive. You would really think a flagship company like Amazon would have an optimized app... Update: so extremely slow, how can an app this popular function this poorly? Trying to compare prices on ebay and Amazon won't load.. have to change my 2 star rating to 1 star.. *2026 edit- search still broken. I would've made another 1 star review if it let me!",1,Negative
Amazon,very good never had a problem,5,Positive
Amazon,i can't sign up for prime subscription,1,Negative
Amazon,"GO WITH EBAY. Over 60% of my orders since Jan 2025 have been late. I live in KC in the city, less than 10 miles from 3 Amazon distribution centers. Over 60% of the approx 200 orders since Jan 2025. only 80 packages arrived on time. customer service is a joke. get ready for Swarna (actual CSR) to lie and jerk you around to waste your time. I was told they would check promises delivery dates vs actual delivery dates and nothing happened. ebay has 99% on time deliveries to me.",1,Negative
Amazon,gift cards are so clutch,5,Positive
Amazon,"New AI return process shakes my confidence. Certain categories,like if you had a problem, just lead to a dead-end where the AI asks for more info but there is no way to enter it and proceed. Also, could not find any way to contact an actual human.",1,Negative
Amazon,ok so far,3,Neutral
Amazon,the ads have just become ridiculous at this point. when watching an episode you'll spend more time watching ads than the show. uninstalling.,1,Negative
Amazon,app won't load after install,1,Negative
Amazon,"I have been a member for over 10 years. Christmas 2025. I ordered a 24in TV when I wanted a 32in. When returning the 24in there were no hiccups, a smooth transaction returned to my original payment. Yay!! My 2nd TV was a joke. Volume defect, when trying to return for a refund apparently the seller wanted me to pay a shipping fee. I WAS NOT going to pay to ship back to the same seller as the 24in... My refund was applied to a gift card and not my original payment. Bye-Bye Amazon!!",2,Negative
Amazon,"Is there any way to block or stop LL BEN's password book, 'S..T', from popping up on a daily basis!? I am a CHRISTIAN and I don't want to see profanity advertised every time I open up the app!!  I'm certain there are things you do to accomadate others! Ex., Islam.",3,Neutral
Amazon,glitch in the latest update! can't see orders!,1,Negative
Amazon,"since the latest update, every search opens the ai instead of just taking me to the results. i, and i cannot possibly overstate this, do Not Care what the environment destroying plagiarism machine that lies has to say about my search. just show me the items thanks.",1,Negative
Amazon,"YOUR FOSSIL hates to admit it, but this newfangled Amazon doohicky is pretty spiff!",4,Positive
Amazon,Like,5,Positive
Amazon,always a good experience,5,Positive
Amazon,so fine,5,Positive
Amazon,"there stealing money from me. i tryed to cancel my amozon prime account a couple months ago but can't. they've stolen at least 32$ from me so far. i wish there was anyone or anything that would hold these evil, slimy people accountable. at all even. thanks for blatantly stealing from me and probably most of your other customers.",1,Negative
Amazon,"love this service, shipping is fast and reliable.",5,Positive
Amazon,"So easy to do, it's at my fingertips.",5,Positive
Amazon,"not available for tablets,why?",1,Negative
Amazon,"how sad that this has no support any more. it's like reading a tax law to get thru the ""help"" pages.",1,Negative
Amazon,nice,5,Positive
Amazon,"popular online shopping platform with a huge variety of products and fast delivery. It’s easy to use, prices are often competitive, and customer reviews help with buying decisions. Sometimes delivery can vary by seller, but overall it’s convenient and reliable.",5,Positive
Amazon,Not available on a brand new tablet???? This seems unrealistic.,1,Negative
Amazon,Incompatible with my new tablet. This is ridiculous. (Lenovo Tab Plus),1,Negative
Amazon,Ever since the latest update I've been having a hard time doing returns because it's run by AI. I've tried numerous time with no luck.,2,Negative
Amazon,2026.02 not able to rearrange wishlists. OLD still not fixed: Make it possible to save print & label as pdf ON MOBILE. It's forever been a problem and still isn't a feature! Everytime I click print label it just refreshes the page in app. If I try to send myself the link in email it opens the app and does it again. If it opened in browser I could select save to pdf. So I have to do this in a roundabout way by going on desktop and send the pdf.,1,Negative
Amazon,"This app is very user-friendly and easy to navigate. So far, it runs smoothly without any issues. I’m really satisfied with the overall experience.",5,Positive
Amazon,amazon is a great place to get well anything and everything you may need and at a phenomenal deal great over all company !!!!,5,Positive
Amazon,"I don't know what has happened, I used to frequently buy bits and pieces from this app, then after one of your updates last year, it all went downhill. My purchase history is gone and it keeps telling me that most items aren't available to be shipped to my location, it's infuriating. At this stage, if I could review with no stars, it would be that.",1,Negative
Amazon,"TQ MAKE MY DAY ..EASY GOOD TO I FIND MY THING , MY SHOPPING SHOP..HEHEHEH THE GOOD IDEA OF APPSS",5,Positive
Amazon,Great place to shop Great prices,5,Positive
Amazon,"my app keeps crashing, I can't click on certain things, some products won't fully load or let me click through options. Even when I go to male a purchase the app will crash leaving me to dbl and triple check of the purchase went through or not. It's frustrating trying to shop on the app now.",1,Negative
Amazon,"all good, only sad part is some sellers dont sell and ship to south africa, and every country has their own selling platform.",4,Positive
Amazon,It's Amazon,5,Positive
Amazon,I ordered a phone and yogurt. the driver kept my phone and delivered the yogurt. it's easier to just go to Walmart or Costco.,1,Negative
Amazon,"Amazon's predetermined limited range of filters is so restrictive. Unfortunately, we're a slave to this corporation.",1,Negative
Amazon,"Exceptional app. super fast delivery, like no other shopping platform ... highly recommended 10 stars",5,Positive
Amazon,It was useful,5,Positive
Amazon,"Mostly cheap, some products can be found cheaper on other sites like Takealot. The free delivery is bu far the best.",5,Positive
Amazon,thank you for making me feel so welcome 😎👍,5,Positive
Amazon,not available in my region 😕,1,Negative
Amazon,"if I ever need anything, I know that I can get it from Amazon and the delivery will be fast.",5,Positive
Amazon,For the most part I get everything just right for me 💖💖,5,Positive
Amazon,Quick and easy to use. lots of variety on items. Need to expand on shoe options,4,Positive
Amazon,برنامج جميل وفيه كل حاجة,5,Positive
Amazon,"try make order all time long time to ship, app send lot spam get prime, if you no get prime spam dont stop, ok get prime magic 2day ship,?, no no ship realy bad app now, cancell prime but never refound lost time and money👎",1,Negative
Amazon,the best app in the world. the app is commpare to daraz,5,Positive
Amazon,good,4,Positive
Amazon,"Amazon is a comprehensive online retail platform that provides a diverse range of products and efficient delivery services. Its user-friendly interface enhances the shopping experience. Nevertheless, improvements in customer service efficiency and return management could further strengthen overall user satisfaction.",5,Positive
Amazon,very good I'm impressed,4,Positive
Amazon,good,5,Positive
Amazon,"I used to order from Amazon all the time and now it signs me out everytime I use the app and when I try to sign back in it just says ""we've detected unusual activity on your account"" at first I believed that so I changed my passwords when it automatically signed me in and then once more it forcefully logged my account out and now I cant even access my account I have an order in place right now and I cant even check the shipping status because of this.",1,Negative
Amazon,It's a nightmare I have mental health problems and I'm disabled and they won't let me sign in,1,Negative
